GHG Constraint,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechCost,,,,,,
,,,,,,
region,supplysector,tranSubsector,stub-technology,period,minicam-non-energy-input,input-cost
WA,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.17944
WA,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.174954
WA,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.177197
WA,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.174954
WA,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.170468
WA,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.168225
WA,trn_pass_road_LDV_4W,Car,FCEV,1990,non-energy,0.355
WA,trn_pass_road_LDV_4W,Car,FCEV,2005,non-energy,0.355
WA,trn_pass_road_LDV_4W,Car,FCEV,2010,non-energy,0.355
WA,trn_pass_road_LDV_4W,Car,FCEV,2015,non-energy,0.355
WA,trn_pass_road_LDV_4W,Car,FCEV,2020,non-energy,0.355
WA,trn_pass_road_LDV_4W,Car,FCEV,2025,non-energy,0.24948
WA,trn_pass_road_LDV_4W,Car,FCEV,2030,non-energy,0.21141
WA,trn_pass_road_LDV_4W,Car,FCEV,2035,non-energy,0.2088
WA,trn_pass_road_LDV_4W,Car,FCEV,2040,non-energy,0.20368
WA,trn_pass_road_LDV_4W,Car,FCEV,2045,non-energy,0.19848
WA,trn_pass_road_LDV_4W,Car,FCEV,2050,non-energy,0.198194
WA,trn_pass_road_LDV_4W,Car,FCEV,2055,non-energy,0.195453
WA,trn_pass_road_LDV_4W,Car,FCEV,2060,non-energy,0.19272
WA,trn_pass_road_LDV_4W,Car,FCEV,2065,non-energy,0.1924
WA,trn_pass_road_LDV_4W,Car,FCEV,2070,non-energy,0.19208
WA,trn_pass_road_LDV_4W,Car,FCEV,2075,non-energy,0.19168
WA,trn_pass_road_LDV_4W,Car,FCEV,2080,non-energy,0.186576
WA,trn_pass_road_LDV_4W,Car,FCEV,2085,non-energy,0.188652
WA,trn_pass_road_LDV_4W,Car,FCEV,2090,non-energy,0.185952
WA,trn_pass_road_LDV_4W,Car,FCEV,2095,non-energy,0.18088
WA,trn_pass_road_LDV_4W,Car,FCEV,2100,non-energy,0.1785
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,0.4024
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.4024
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.4024
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4024
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4032
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.301158
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.275724
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.27232
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.27232
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.27232
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.279128
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.275724
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.27232
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.27232
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.27232
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.27232
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.265512
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.268916
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.265512
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.258704
WA,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,non-energy,0.2553
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1990,non-energy,0.5308
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2005,non-energy,0.5308
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2010,non-energy,0.5308
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2015,non-energy,0.5308
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2020,non-energy,0.5324
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,non-energy,0.374463
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,non-energy,0.317682
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,non-energy,0.31376
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,non-energy,0.30616
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,non-energy,0.29848
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,non-energy,0.298152
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2055,non-energy,0.29403
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2060,non-energy,0.28992
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2065,non-energy,0.28944
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2070,non-energy,0.28896
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2075,non-energy,0.28848
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2080,non-energy,0.2808
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2085,non-energy,0.283926
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2090,non-energy,0.279864
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2095,non-energy,0.272232
WA,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2100,non-energy,0.26865
WI,trn_freight_road,Heavy truck,BEV,1990,non-energy,1.2336
WI,trn_freight_road,Heavy truck,BEV,2005,non-energy,1.2336
WI,trn_freight_road,Heavy truck,BEV,2010,non-energy,1.2336
WI,trn_freight_road,Heavy truck,BEV,2015,non-energy,1.2336
WI,trn_freight_road,Heavy truck,BEV,2020,non-energy,1.2336
WI,trn_freight_road,Heavy truck,BEV,2025,non-energy,0.58079
WI,trn_freight_road,Heavy truck,BEV,2030,non-energy,0.52668
WI,trn_freight_road,Heavy truck,BEV,2035,non-energy,0.47925
WI,trn_freight_road,Heavy truck,BEV,2040,non-energy,0.41832
WI,trn_freight_road,Heavy truck,BEV,2045,non-energy,0.36414
WI,trn_freight_road,Heavy truck,BEV,2050,non-energy,0.305601
WI,trn_freight_road,Heavy truck,BEV,2055,non-energy,0.305601
WI,trn_freight_road,Heavy truck,BEV,2060,non-energy,0.314459
WI,trn_freight_road,Heavy truck,BEV,2065,non-energy,0.327746
WI,trn_freight_road,Heavy truck,BEV,2070,non-energy,0.327746
WI,trn_freight_road,Heavy truck,BEV,2075,non-energy,0.327746
WI,trn_freight_road,Heavy truck,BEV,2080,non-energy,0.327746
WI,trn_freight_road,Heavy truck,BEV,2085,non-energy,0.332175
WI,trn_freight_road,Heavy truck,BEV,2090,non-energy,0.349891
WI,trn_freight_road,Heavy truck,BEV,2095,non-energy,0.349891
WI,trn_freight_road,Heavy truck,BEV,2100,non-energy,0.35432
WI,trn_freight_road,Heavy truck,FCEV,1990,non-energy,0.5737
WI,trn_freight_road,Heavy truck,FCEV,2005,non-energy,0.5737
WI,trn_freight_road,Heavy truck,FCEV,2010,non-energy,0.5737
WI,trn_freight_road,Heavy truck,FCEV,2015,non-energy,0.5737
WI,trn_freight_road,Heavy truck,FCEV,2020,non-energy,0.5737
WI,trn_freight_road,Heavy truck,FCEV,2025,non-energy,0.34034
WI,trn_freight_road,Heavy truck,FCEV,2030,non-energy,0.32865
WI,trn_freight_road,Heavy truck,FCEV,2035,non-energy,0.321488
WI,trn_freight_road,Heavy truck,FCEV,2040,non-energy,0.30527
WI,trn_freight_road,Heavy truck,FCEV,2045,non-energy,0.29358
WI,trn_freight_road,Heavy truck,FCEV,2050,non-energy,0.277863
WI,trn_freight_road,Heavy truck,FCEV,2055,non-energy,0.277863
WI,trn_freight_road,Heavy truck,FCEV,2060,non-energy,0.285917
WI,trn_freight_road,Heavy truck,FCEV,2065,non-energy,0.297998
WI,trn_freight_road,Heavy truck,FCEV,2070,non-energy,0.297998
WI,trn_freight_road,Heavy truck,FCEV,2075,non-energy,0.297998
WI,trn_freight_road,Heavy truck,FCEV,2080,non-energy,0.297998
WI,trn_freight_road,Heavy truck,FCEV,2085,non-energy,0.302025
WI,trn_freight_road,Heavy truck,FCEV,2090,non-energy,0.318133
WI,trn_freight_road,Heavy truck,FCEV,2095,non-energy,0.318133
WI,trn_freight_road,Heavy truck,FCEV,2100,non-energy,0.32216
WI,trn_freight_road,Light truck,BEV,1990,non-energy,0.2025
WI,trn_freight_road,Light truck,BEV,2005,non-energy,0.2025
WI,trn_freight_road,Light truck,BEV,2010,non-energy,0.2025
WI,trn_freight_road,Light truck,BEV,2015,non-energy,0.2025
WI,trn_freight_road,Light truck,BEV,2020,non-energy,0.2025
WI,trn_freight_road,Light truck,BEV,2025,non-energy,0.13412
WI,trn_freight_road,Light truck,BEV,2030,non-energy,0.12656
WI,trn_freight_road,Light truck,BEV,2035,non-energy,0.128368
WI,trn_freight_road,Light truck,BEV,2040,non-energy,0.12656
WI,trn_freight_road,Light truck,BEV,2045,non-energy,0.12656
WI,trn_freight_road,Light truck,BEV,2050,non-energy,0.124752
WI,trn_freight_road,Light truck,BEV,2055,non-energy,0.124752
WI,trn_freight_road,Light truck,BEV,2060,non-energy,0.128368
WI,trn_freight_road,Light truck,BEV,2065,non-energy,0.133792
WI,trn_freight_road,Light truck,BEV,2070,non-energy,0.133792
WI,trn_freight_road,Light truck,BEV,2075,non-energy,0.133792
WI,trn_freight_road,Light truck,BEV,2080,non-energy,0.133792
WI,trn_freight_road,Light truck,BEV,2085,non-energy,0.1356
WI,trn_freight_road,Light truck,BEV,2090,non-energy,0.142832
WI,trn_freight_road,Light truck,BEV,2095,non-energy,0.142832
WI,trn_freight_road,Light truck,BEV,2100,non-energy,0.14464
WI,trn_freight_road,Light truck,FCEV,1990,non-energy,0.2554
WI,trn_freight_road,Light truck,FCEV,2005,non-energy,0.2554
WI,trn_freight_road,Light truck,FCEV,2010,non-energy,0.2554
WI,trn_freight_road,Light truck,FCEV,2015,non-energy,0.2554
WI,trn_freight_road,Light truck,FCEV,2020,non-energy,0.2554
WI,trn_freight_road,Light truck,FCEV,2025,non-energy,0.16023
WI,trn_freight_road,Light truck,FCEV,2030,non-energy,0.14168
WI,trn_freight_road,Light truck,FCEV,2035,non-energy,0.143704
WI,trn_freight_road,Light truck,FCEV,2040,non-energy,0.13916
WI,trn_freight_road,Light truck,FCEV,2045,non-energy,0.13664
WI,trn_freight_road,Light truck,FCEV,2050,non-energy,0.132204
WI,trn_freight_road,Light truck,FCEV,2055,non-energy,0.132204
WI,trn_freight_road,Light truck,FCEV,2060,non-energy,0.136036
WI,trn_freight_road,Light truck,FCEV,2065,non-energy,0.141784
WI,trn_freight_road,Light truck,FCEV,2070,non-energy,0.141784
WI,trn_freight_road,Light truck,FCEV,2075,non-energy,0.141784
WI,trn_freight_road,Light truck,FCEV,2080,non-energy,0.141784
WI,trn_freight_road,Light truck,FCEV,2085,non-energy,0.1437
WI,trn_freight_road,Light truck,FCEV,2090,non-energy,0.151364
WI,trn_freight_road,Light truck,FCEV,2095,non-energy,0.151364
WI,trn_freight_road,Light truck,FCEV,2100,non-energy,0.15328
WI,trn_freight_road,Medium truck,BEV,1990,non-energy,0.4549
WI,trn_freight_road,Medium truck,BEV,2005,non-energy,0.4549
WI,trn_freight_road,Medium truck,BEV,2010,non-energy,0.4549
WI,trn_freight_road,Medium truck,BEV,2015,non-energy,0.4549
WI,trn_freight_road,Medium truck,BEV,2020,non-energy,0.4549
WI,trn_freight_road,Medium truck,BEV,2025,non-energy,0.27566
WI,trn_freight_road,Medium truck,BEV,2030,non-energy,0.26782
WI,trn_freight_road,Medium truck,BEV,2035,non-energy,0.263694
WI,trn_freight_road,Medium truck,BEV,2040,non-energy,0.25214
WI,trn_freight_road,Medium truck,BEV,2045,non-energy,0.2443
WI,trn_freight_road,Medium truck,BEV,2050,non-energy,0.233082
WI,trn_freight_road,Medium truck,BEV,2055,non-energy,0.233082
WI,trn_freight_road,Medium truck,BEV,2060,non-energy,0.239838
WI,trn_freight_road,Medium truck,BEV,2065,non-energy,0.249972
WI,trn_freight_road,Medium truck,BEV,2070,non-energy,0.249972
WI,trn_freight_road,Medium truck,BEV,2075,non-energy,0.249972
WI,trn_freight_road,Medium truck,BEV,2080,non-energy,0.249972
WI,trn_freight_road,Medium truck,BEV,2085,non-energy,0.25335
WI,trn_freight_road,Medium truck,BEV,2090,non-energy,0.266862
WI,trn_freight_road,Medium truck,BEV,2095,non-energy,0.266862
WI,trn_freight_road,Medium truck,BEV,2100,non-energy,0.27024
WI,trn_freight_road,Medium truck,FCEV,1990,non-energy,0.3879
WI,trn_freight_road,Medium truck,FCEV,2005,non-energy,0.3879
WI,trn_freight_road,Medium truck,FCEV,2010,non-energy,0.3879
WI,trn_freight_road,Medium truck,FCEV,2015,non-energy,0.3879
WI,trn_freight_road,Medium truck,FCEV,2020,non-energy,0.3879
WI,trn_freight_road,Medium truck,FCEV,2025,non-energy,0.25361
WI,trn_freight_road,Medium truck,FCEV,2030,non-energy,0.25025
WI,trn_freight_road,Medium truck,FCEV,2035,non-energy,0.250417
WI,trn_freight_road,Medium truck,FCEV,2040,non-energy,0.24353
WI,trn_freight_road,Medium truck,FCEV,2045,non-energy,0.24024
WI,trn_freight_road,Medium truck,FCEV,2050,non-energy,0.233496
WI,trn_freight_road,Medium truck,FCEV,2055,non-energy,0.233496
WI,trn_freight_road,Medium truck,FCEV,2060,non-energy,0.240264
WI,trn_freight_road,Medium truck,FCEV,2065,non-energy,0.250416
WI,trn_freight_road,Medium truck,FCEV,2070,non-energy,0.250416
WI,trn_freight_road,Medium truck,FCEV,2075,non-energy,0.250416
WI,trn_freight_road,Medium truck,FCEV,2080,non-energy,0.250416
WI,trn_freight_road,Medium truck,FCEV,2085,non-energy,0.2538
WI,trn_freight_road,Medium truck,FCEV,2090,non-energy,0.267336
WI,trn_freight_road,Medium truck,FCEV,2095,non-energy,0.267336
WI,trn_freight_road,Medium truck,FCEV,2100,non-energy,0.27072
WI,trn_pass_road,Bus,BEV,1990,non-energy,2.07
WI,trn_pass_road,Bus,BEV,2005,non-energy,2.07
WI,trn_pass_road,Bus,BEV,2010,non-energy,2.07
WI,trn_pass_road,Bus,BEV,2015,non-energy,2.07
WI,trn_pass_road,Bus,BEV,2020,non-energy,2.07
WI,trn_pass_road,Bus,BEV,2025,non-energy,1.03467
WI,trn_pass_road,Bus,BEV,2030,non-energy,0.99666
WI,trn_pass_road,Bus,BEV,2035,non-energy,0.972274
WI,trn_pass_road,Bus,BEV,2040,non-energy,0.92057
WI,trn_pass_road,Bus,BEV,2045,non-energy,0.88256
WI,trn_pass_road,Bus,BEV,2050,non-energy,0.832416
WI,trn_pass_road,Bus,BEV,2055,non-energy,0.832416
WI,trn_pass_road,Bus,BEV,2060,non-energy,0.856544
WI,trn_pass_road,Bus,BEV,2065,non-energy,0.892736
WI,trn_pass_road,Bus,BEV,2070,non-energy,0.892736
WI,trn_pass_road,Bus,BEV,2075,non-energy,0.892736
WI,trn_pass_road,Bus,BEV,2080,non-energy,0.892736
WI,trn_pass_road,Bus,BEV,2085,non-energy,0.9048
WI,trn_pass_road,Bus,BEV,2090,non-energy,0.953056
WI,trn_pass_road,Bus,BEV,2095,non-energy,0.953056
WI,trn_pass_road,Bus,BEV,2100,non-energy,0.96512
WI,trn_pass_road,Bus,FCEV,1990,non-energy,1.4364
WI,trn_pass_road,Bus,FCEV,2005,non-energy,1.4364
WI,trn_pass_road,Bus,FCEV,2010,non-energy,1.4364
WI,trn_pass_road,Bus,FCEV,2015,non-energy,1.4364
WI,trn_pass_road,Bus,FCEV,2020,non-energy,1.4364
WI,trn_pass_road,Bus,FCEV,2025,non-energy,0.9289
WI,trn_pass_road,Bus,FCEV,2030,non-energy,0.92162
WI,trn_pass_road,Bus,FCEV,2035,non-energy,0.927331
WI,trn_pass_road,Bus,FCEV,2040,non-energy,0.90699
WI,trn_pass_road,Bus,FCEV,2045,non-energy,0.89971
WI,trn_pass_road,Bus,FCEV,2050,non-energy,0.879612
WI,trn_pass_road,Bus,FCEV,2055,non-energy,0.879612
WI,trn_pass_road,Bus,FCEV,2060,non-energy,0.905108
WI,trn_pass_road,Bus,FCEV,2065,non-energy,0.943352
WI,trn_pass_road,Bus,FCEV,2070,non-energy,0.943352
WI,trn_pass_road,Bus,FCEV,2075,non-energy,0.943352
WI,trn_pass_road,Bus,FCEV,2080,non-energy,0.943352
WI,trn_pass_road,Bus,FCEV,2085,non-energy,0.9561
WI,trn_pass_road,Bus,FCEV,2090,non-energy,1.007092
WI,trn_pass_road,Bus,FCEV,2095,non-energy,1.007092
WI,trn_pass_road,Bus,FCEV,2100,non-energy,1.01984
WI,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.5883
WI,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.5883
WI,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.5654
WI,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.5425
WI,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.5196
WI,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.36267
WI,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.36155
WI,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.365579
WI,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.35931
WI,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.35826
WI,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.352038
WI,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.350934
WI,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.360041
WI,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.37407
WI,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.372886
WI,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.371702
WI,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.370592
WI,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.3744
WI,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.393104
WI,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.39184
WI,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.3968
WI,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.2668
WI,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.2668
WI,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2668
WI,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2668
WI,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2668
WI,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.17192
WI,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.15701
WI,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.159253
WI,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.15701
WI,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.15701
WI,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.154767
WI,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.154767
WI,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.159253
WI,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.165982
WI,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.165982
WI,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.165982
WI,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.165982
WI,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.168225
WI,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.177197
WI,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.177197
WI,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.17944
WI,trn_pass_road_LDV_4W,Car,FCEV,1990,non-energy,0.355
WI,trn_pass_road_LDV_4W,Car,FCEV,2005,non-energy,0.355
WI,trn_pass_road_LDV_4W,Car,FCEV,2010,non-energy,0.355
WI,trn_pass_road_LDV_4W,Car,FCEV,2015,non-energy,0.355
WI,trn_pass_road_LDV_4W,Car,FCEV,2020,non-energy,0.355
WI,trn_pass_road_LDV_4W,Car,FCEV,2025,non-energy,0.2156
WI,trn_pass_road_LDV_4W,Car,FCEV,2030,non-energy,0.1827
WI,trn_pass_road_LDV_4W,Car,FCEV,2035,non-energy,0.18531
WI,trn_pass_road_LDV_4W,Car,FCEV,2040,non-energy,0.17822
WI,trn_pass_road_LDV_4W,Car,FCEV,2045,non-energy,0.17367
WI,trn_pass_road_LDV_4W,Car,FCEV,2050,non-energy,0.166773
WI,trn_pass_road_LDV_4W,Car,FCEV,2055,non-energy,0.166497
WI,trn_pass_road_LDV_4W,Car,FCEV,2060,non-energy,0.171039
WI,trn_pass_road_LDV_4W,Car,FCEV,2065,non-energy,0.17797
WI,trn_pass_road_LDV_4W,Car,FCEV,2070,non-energy,0.177674
WI,trn_pass_road_LDV_4W,Car,FCEV,2075,non-energy,0.177304
WI,trn_pass_road_LDV_4W,Car,FCEV,2080,non-energy,0.177008
WI,trn_pass_road_LDV_4W,Car,FCEV,2085,non-energy,0.1791
WI,trn_pass_road_LDV_4W,Car,FCEV,2090,non-energy,0.188336
WI,trn_pass_road_LDV_4W,Car,FCEV,2095,non-energy,0.18802
WI,trn_pass_road_LDV_4W,Car,FCEV,2100,non-energy,0.1904
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,0.4024
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.4024
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.4024
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4024
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4032
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.26026
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.23828
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.241684
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.23828
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.23828
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.234876
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.234876
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.241684
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.251896
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.251896
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.251896
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.251896
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.2553
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.268916
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.268916
WI,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,non-energy,0.27232
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1990,non-energy,0.5308
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2005,non-energy,0.5308
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2010,non-energy,0.5308
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2015,non-energy,0.5308
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2020,non-energy,0.5324
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,non-energy,0.32361
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,non-energy,0.27454
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,non-energy,0.278462
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,non-energy,0.26789
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,non-energy,0.26117
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,non-energy,0.250884
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2055,non-energy,0.25047
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2060,non-energy,0.257304
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2065,non-energy,0.267732
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2070,non-energy,0.267288
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2075,non-energy,0.266844
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2080,non-energy,0.2664
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2085,non-energy,0.26955
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2090,non-energy,0.283452
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2095,non-energy,0.282978
WI,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2100,non-energy,0.28656
WV,trn_freight_road,Heavy truck,BEV,1990,non-energy,1.2336
WV,trn_freight_road,Heavy truck,BEV,2005,non-energy,1.2336
WV,trn_freight_road,Heavy truck,BEV,2010,non-energy,1.2336
WV,trn_freight_road,Heavy truck,BEV,2015,non-energy,1.2336
WV,trn_freight_road,Heavy truck,BEV,2020,non-energy,1.2336
WV,trn_freight_road,Heavy truck,BEV,2025,non-energy,0.431444
WV,trn_freight_road,Heavy truck,BEV,2030,non-energy,0.391248
WV,trn_freight_road,Heavy truck,BEV,2035,non-energy,0.351
WV,trn_freight_road,Heavy truck,BEV,2040,non-energy,0.310752
WV,trn_freight_road,Heavy truck,BEV,2045,non-energy,0.270504
WV,trn_freight_road,Heavy truck,BEV,2050,non-energy,0.239166
WV,trn_freight_road,Heavy truck,BEV,2055,non-energy,0.239166
WV,trn_freight_road,Heavy truck,BEV,2060,non-energy,0.239166
WV,trn_freight_road,Heavy truck,BEV,2065,non-energy,0.234737
WV,trn_freight_road,Heavy truck,BEV,2070,non-energy,0.234737
WV,trn_freight_road,Heavy truck,BEV,2075,non-energy,0.234737
WV,trn_freight_road,Heavy truck,BEV,2080,non-energy,0.239166
WV,trn_freight_road,Heavy truck,BEV,2085,non-energy,0.239166
WV,trn_freight_road,Heavy truck,BEV,2090,non-energy,0.239166
WV,trn_freight_road,Heavy truck,BEV,2095,non-energy,0.239166
WV,trn_freight_road,Heavy truck,BEV,2100,non-energy,0.239166
WV,trn_freight_road,Heavy truck,FCEV,1990,non-energy,0.5737
WV,trn_freight_road,Heavy truck,FCEV,2005,non-energy,0.5737
WV,trn_freight_road,Heavy truck,FCEV,2010,non-energy,0.5737
WV,trn_freight_road,Heavy truck,FCEV,2015,non-energy,0.5737
WV,trn_freight_road,Heavy truck,FCEV,2020,non-energy,0.5737
WV,trn_freight_road,Heavy truck,FCEV,2025,non-energy,0.252824
