GHG Constraint,,,,,,
INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechCost,,,,,,
,,,,,,
region,supplysector,tranSubsector,stub-technology,period,minicam-non-energy-input,input-cost
AK,trn_freight_road,Heavy truck,BEV,1990,non-energy,1.2336
AK,trn_freight_road,Heavy truck,BEV,2005,non-energy,1.2336
AK,trn_freight_road,Heavy truck,BEV,2010,non-energy,1.2336
AK,trn_freight_road,Heavy truck,BEV,2015,non-energy,1.2336
AK,trn_freight_road,Heavy truck,BEV,2020,non-energy,1.2336
AK,trn_freight_road,Heavy truck,BEV,2025,non-energy,0.448038
AK,trn_freight_road,Heavy truck,BEV,2030,non-energy,0.406296
AK,trn_freight_road,Heavy truck,BEV,2035,non-energy,0.3645
AK,trn_freight_road,Heavy truck,BEV,2040,non-energy,0.322704
AK,trn_freight_road,Heavy truck,BEV,2045,non-energy,0.280908
AK,trn_freight_road,Heavy truck,BEV,2050,non-energy,0.234737
AK,trn_freight_road,Heavy truck,BEV,2055,non-energy,0.234737
AK,trn_freight_road,Heavy truck,BEV,2060,non-energy,0.230308
AK,trn_freight_road,Heavy truck,BEV,2065,non-energy,0.225879
AK,trn_freight_road,Heavy truck,BEV,2070,non-energy,0.225879
AK,trn_freight_road,Heavy truck,BEV,2075,non-energy,0.225879
AK,trn_freight_road,Heavy truck,BEV,2080,non-energy,0.225879
AK,trn_freight_road,Heavy truck,BEV,2085,non-energy,0.225879
AK,trn_freight_road,Heavy truck,BEV,2090,non-energy,0.225879
AK,trn_freight_road,Heavy truck,BEV,2095,non-energy,0.225879
AK,trn_freight_road,Heavy truck,BEV,2100,non-energy,0.225879
AK,trn_freight_road,Heavy truck,FCEV,1990,non-energy,0.5737
AK,trn_freight_road,Heavy truck,FCEV,2005,non-energy,0.5737
AK,trn_freight_road,Heavy truck,FCEV,2010,non-energy,0.5737
AK,trn_freight_road,Heavy truck,FCEV,2015,non-energy,0.5737
AK,trn_freight_road,Heavy truck,FCEV,2020,non-energy,0.5737
AK,trn_freight_road,Heavy truck,FCEV,2025,non-energy,0.262548
AK,trn_freight_road,Heavy truck,FCEV,2030,non-energy,0.25353
AK,trn_freight_road,Heavy truck,FCEV,2035,non-energy,0.244512
AK,trn_freight_road,Heavy truck,FCEV,2040,non-energy,0.235494
AK,trn_freight_road,Heavy truck,FCEV,2045,non-energy,0.226476
AK,trn_freight_road,Heavy truck,FCEV,2050,non-energy,0.213431
AK,trn_freight_road,Heavy truck,FCEV,2055,non-energy,0.213431
AK,trn_freight_road,Heavy truck,FCEV,2060,non-energy,0.209404
AK,trn_freight_road,Heavy truck,FCEV,2065,non-energy,0.205377
AK,trn_freight_road,Heavy truck,FCEV,2070,non-energy,0.205377
AK,trn_freight_road,Heavy truck,FCEV,2075,non-energy,0.205377
AK,trn_freight_road,Heavy truck,FCEV,2080,non-energy,0.205377
AK,trn_freight_road,Heavy truck,FCEV,2085,non-energy,0.205377
AK,trn_freight_road,Heavy truck,FCEV,2090,non-energy,0.205377
AK,trn_freight_road,Heavy truck,FCEV,2095,non-energy,0.205377
AK,trn_freight_road,Heavy truck,FCEV,2100,non-energy,0.205377
AK,trn_freight_road,Light truck,BEV,1990,non-energy,0.2025
AK,trn_freight_road,Light truck,BEV,2005,non-energy,0.2025
AK,trn_freight_road,Light truck,BEV,2010,non-energy,0.2025
AK,trn_freight_road,Light truck,BEV,2015,non-energy,0.2025
AK,trn_freight_road,Light truck,BEV,2020,non-energy,0.2025
AK,trn_freight_road,Light truck,BEV,2025,non-energy,0.103464
AK,trn_freight_road,Light truck,BEV,2030,non-energy,0.097632
AK,trn_freight_road,Light truck,BEV,2035,non-energy,0.097632
AK,trn_freight_road,Light truck,BEV,2040,non-energy,0.097632
AK,trn_freight_road,Light truck,BEV,2045,non-energy,0.097632
AK,trn_freight_road,Light truck,BEV,2050,non-energy,0.095824
AK,trn_freight_road,Light truck,BEV,2055,non-energy,0.095824
AK,trn_freight_road,Light truck,BEV,2060,non-energy,0.094016
AK,trn_freight_road,Light truck,BEV,2065,non-energy,0.092208
AK,trn_freight_road,Light truck,BEV,2070,non-energy,0.092208
AK,trn_freight_road,Light truck,BEV,2075,non-energy,0.092208
AK,trn_freight_road,Light truck,BEV,2080,non-energy,0.092208
AK,trn_freight_road,Light truck,BEV,2085,non-energy,0.092208
AK,trn_freight_road,Light truck,BEV,2090,non-energy,0.092208
AK,trn_freight_road,Light truck,BEV,2095,non-energy,0.092208
AK,trn_freight_road,Light truck,BEV,2100,non-energy,0.092208
AK,trn_freight_road,Light truck,FCEV,1990,non-energy,0.2554
AK,trn_freight_road,Light truck,FCEV,2005,non-energy,0.2554
AK,trn_freight_road,Light truck,FCEV,2010,non-energy,0.2554
AK,trn_freight_road,Light truck,FCEV,2015,non-energy,0.2554
AK,trn_freight_road,Light truck,FCEV,2020,non-energy,0.2554
AK,trn_freight_road,Light truck,FCEV,2025,non-energy,0.123606
AK,trn_freight_road,Light truck,FCEV,2030,non-energy,0.109296
AK,trn_freight_road,Light truck,FCEV,2035,non-energy,0.109296
AK,trn_freight_road,Light truck,FCEV,2040,non-energy,0.107352
AK,trn_freight_road,Light truck,FCEV,2045,non-energy,0.105408
AK,trn_freight_road,Light truck,FCEV,2050,non-energy,0.101548
AK,trn_freight_road,Light truck,FCEV,2055,non-energy,0.101548
AK,trn_freight_road,Light truck,FCEV,2060,non-energy,0.099632
AK,trn_freight_road,Light truck,FCEV,2065,non-energy,0.097716
AK,trn_freight_road,Light truck,FCEV,2070,non-energy,0.097716
AK,trn_freight_road,Light truck,FCEV,2075,non-energy,0.097716
AK,trn_freight_road,Light truck,FCEV,2080,non-energy,0.097716
AK,trn_freight_road,Light truck,FCEV,2085,non-energy,0.097716
AK,trn_freight_road,Light truck,FCEV,2090,non-energy,0.097716
AK,trn_freight_road,Light truck,FCEV,2095,non-energy,0.097716
AK,trn_freight_road,Light truck,FCEV,2100,non-energy,0.097716
AK,trn_freight_road,Medium truck,BEV,1990,non-energy,0.4549
AK,trn_freight_road,Medium truck,BEV,2005,non-energy,0.4549
AK,trn_freight_road,Medium truck,BEV,2010,non-energy,0.4549
AK,trn_freight_road,Medium truck,BEV,2015,non-energy,0.4549
AK,trn_freight_road,Medium truck,BEV,2020,non-energy,0.4549
AK,trn_freight_road,Medium truck,BEV,2025,non-energy,0.212652
AK,trn_freight_road,Medium truck,BEV,2030,non-energy,0.206604
AK,trn_freight_road,Medium truck,BEV,2035,non-energy,0.200556
AK,trn_freight_road,Medium truck,BEV,2040,non-energy,0.194508
AK,trn_freight_road,Medium truck,BEV,2045,non-energy,0.18846
AK,trn_freight_road,Medium truck,BEV,2050,non-energy,0.179034
AK,trn_freight_road,Medium truck,BEV,2055,non-energy,0.179034
AK,trn_freight_road,Medium truck,BEV,2060,non-energy,0.175656
AK,trn_freight_road,Medium truck,BEV,2065,non-energy,0.172278
AK,trn_freight_road,Medium truck,BEV,2070,non-energy,0.172278
AK,trn_freight_road,Medium truck,BEV,2075,non-energy,0.172278
AK,trn_freight_road,Medium truck,BEV,2080,non-energy,0.172278
AK,trn_freight_road,Medium truck,BEV,2085,non-energy,0.172278
AK,trn_freight_road,Medium truck,BEV,2090,non-energy,0.172278
AK,trn_freight_road,Medium truck,BEV,2095,non-energy,0.172278
AK,trn_freight_road,Medium truck,BEV,2100,non-energy,0.172278
AK,trn_freight_road,Medium truck,FCEV,1990,non-energy,0.3879
AK,trn_freight_road,Medium truck,FCEV,2005,non-energy,0.3879
AK,trn_freight_road,Medium truck,FCEV,2010,non-energy,0.3879
AK,trn_freight_road,Medium truck,FCEV,2015,non-energy,0.3879
AK,trn_freight_road,Medium truck,FCEV,2020,non-energy,0.3879
AK,trn_freight_road,Medium truck,FCEV,2025,non-energy,0.195642
AK,trn_freight_road,Medium truck,FCEV,2030,non-energy,0.19305
AK,trn_freight_road,Medium truck,FCEV,2035,non-energy,0.190458
AK,trn_freight_road,Medium truck,FCEV,2040,non-energy,0.187866
AK,trn_freight_road,Medium truck,FCEV,2045,non-energy,0.185328
AK,trn_freight_road,Medium truck,FCEV,2050,non-energy,0.179352
AK,trn_freight_road,Medium truck,FCEV,2055,non-energy,0.179352
AK,trn_freight_road,Medium truck,FCEV,2060,non-energy,0.175968
AK,trn_freight_road,Medium truck,FCEV,2065,non-energy,0.172584
AK,trn_freight_road,Medium truck,FCEV,2070,non-energy,0.172584
AK,trn_freight_road,Medium truck,FCEV,2075,non-energy,0.172584
AK,trn_freight_road,Medium truck,FCEV,2080,non-energy,0.172584
AK,trn_freight_road,Medium truck,FCEV,2085,non-energy,0.172584
AK,trn_freight_road,Medium truck,FCEV,2090,non-energy,0.172584
AK,trn_freight_road,Medium truck,FCEV,2095,non-energy,0.172584
AK,trn_freight_road,Medium truck,FCEV,2100,non-energy,0.172584
AK,trn_pass_road,Bus,BEV,1990,non-energy,2.07
AK,trn_pass_road,Bus,BEV,2005,non-energy,2.07
AK,trn_pass_road,Bus,BEV,2010,non-energy,2.07
AK,trn_pass_road,Bus,BEV,2015,non-energy,2.07
AK,trn_pass_road,Bus,BEV,2020,non-energy,2.07
AK,trn_pass_road,Bus,BEV,2025,non-energy,0.798174
AK,trn_pass_road,Bus,BEV,2030,non-energy,0.768852
AK,trn_pass_road,Bus,BEV,2035,non-energy,0.739476
AK,trn_pass_road,Bus,BEV,2040,non-energy,0.710154
AK,trn_pass_road,Bus,BEV,2045,non-energy,0.680832
AK,trn_pass_road,Bus,BEV,2050,non-energy,0.639392
AK,trn_pass_road,Bus,BEV,2055,non-energy,0.639392
AK,trn_pass_road,Bus,BEV,2060,non-energy,0.627328
AK,trn_pass_road,Bus,BEV,2065,non-energy,0.615264
AK,trn_pass_road,Bus,BEV,2070,non-energy,0.615264
AK,trn_pass_road,Bus,BEV,2075,non-energy,0.615264
AK,trn_pass_road,Bus,BEV,2080,non-energy,0.615264
AK,trn_pass_road,Bus,BEV,2085,non-energy,0.615264
AK,trn_pass_road,Bus,BEV,2090,non-energy,0.615264
AK,trn_pass_road,Bus,BEV,2095,non-energy,0.615264
AK,trn_pass_road,Bus,BEV,2100,non-energy,0.615264
AK,trn_pass_road,Bus,FCEV,1990,non-energy,1.4364
AK,trn_pass_road,Bus,FCEV,2005,non-energy,1.4364
AK,trn_pass_road,Bus,FCEV,2010,non-energy,1.4364
AK,trn_pass_road,Bus,FCEV,2015,non-energy,1.4364
AK,trn_pass_road,Bus,FCEV,2020,non-energy,1.4364
AK,trn_pass_road,Bus,FCEV,2025,non-energy,0.71658
AK,trn_pass_road,Bus,FCEV,2030,non-energy,0.710964
AK,trn_pass_road,Bus,FCEV,2035,non-energy,0.705294
AK,trn_pass_road,Bus,FCEV,2040,non-energy,0.699678
AK,trn_pass_road,Bus,FCEV,2045,non-energy,0.694062
AK,trn_pass_road,Bus,FCEV,2050,non-energy,0.675644
AK,trn_pass_road,Bus,FCEV,2055,non-energy,0.675644
AK,trn_pass_road,Bus,FCEV,2060,non-energy,0.662896
AK,trn_pass_road,Bus,FCEV,2065,non-energy,0.650148
AK,trn_pass_road,Bus,FCEV,2070,non-energy,0.650148
AK,trn_pass_road,Bus,FCEV,2075,non-energy,0.650148
AK,trn_pass_road,Bus,FCEV,2080,non-energy,0.650148
AK,trn_pass_road,Bus,FCEV,2085,non-energy,0.650148
AK,trn_pass_road,Bus,FCEV,2090,non-energy,0.650148
AK,trn_pass_road,Bus,FCEV,2095,non-energy,0.650148
AK,trn_pass_road,Bus,FCEV,2100,non-energy,0.650148
AK,trn_pass_road_LDV,2W and 3W,BEV,1990,non-energy,0.5883
AK,trn_pass_road_LDV,2W and 3W,BEV,2005,non-energy,0.5883
AK,trn_pass_road_LDV,2W and 3W,BEV,2010,non-energy,0.5654
AK,trn_pass_road_LDV,2W and 3W,BEV,2015,non-energy,0.5425
AK,trn_pass_road_LDV,2W and 3W,BEV,2020,non-energy,0.5196
AK,trn_pass_road_LDV,2W and 3W,BEV,2025,non-energy,0.279774
AK,trn_pass_road_LDV,2W and 3W,BEV,2030,non-energy,0.27891
AK,trn_pass_road_LDV,2W and 3W,BEV,2035,non-energy,0.278046
AK,trn_pass_road_LDV,2W and 3W,BEV,2040,non-energy,0.277182
AK,trn_pass_road_LDV,2W and 3W,BEV,2045,non-energy,0.276372
AK,trn_pass_road_LDV,2W and 3W,BEV,2050,non-energy,0.270406
AK,trn_pass_road_LDV,2W and 3W,BEV,2055,non-energy,0.269558
AK,trn_pass_road_LDV,2W and 3W,BEV,2060,non-energy,0.263692
AK,trn_pass_road_LDV,2W and 3W,BEV,2065,non-energy,0.257805
AK,trn_pass_road_LDV,2W and 3W,BEV,2070,non-energy,0.256989
AK,trn_pass_road_LDV,2W and 3W,BEV,2075,non-energy,0.256173
AK,trn_pass_road_LDV,2W and 3W,BEV,2080,non-energy,0.255408
AK,trn_pass_road_LDV,2W and 3W,BEV,2085,non-energy,0.254592
AK,trn_pass_road_LDV,2W and 3W,BEV,2090,non-energy,0.253776
AK,trn_pass_road_LDV,2W and 3W,BEV,2095,non-energy,0.25296
AK,trn_pass_road_LDV,2W and 3W,BEV,2100,non-energy,0.25296
AK,trn_pass_road_LDV_4W,Car,BEV,1990,non-energy,0.2668
AK,trn_pass_road_LDV_4W,Car,BEV,2005,non-energy,0.2668
AK,trn_pass_road_LDV_4W,Car,BEV,2010,non-energy,0.2668
AK,trn_pass_road_LDV_4W,Car,BEV,2015,non-energy,0.2668
AK,trn_pass_road_LDV_4W,Car,BEV,2020,non-energy,0.2668
AK,trn_pass_road_LDV_4W,Car,BEV,2025,non-energy,0.132624
AK,trn_pass_road_LDV_4W,Car,BEV,2030,non-energy,0.121122
AK,trn_pass_road_LDV_4W,Car,BEV,2035,non-energy,0.121122
AK,trn_pass_road_LDV_4W,Car,BEV,2040,non-energy,0.121122
AK,trn_pass_road_LDV_4W,Car,BEV,2045,non-energy,0.121122
AK,trn_pass_road_LDV_4W,Car,BEV,2050,non-energy,0.118879
AK,trn_pass_road_LDV_4W,Car,BEV,2055,non-energy,0.118879
AK,trn_pass_road_LDV_4W,Car,BEV,2060,non-energy,0.116636
AK,trn_pass_road_LDV_4W,Car,BEV,2065,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,BEV,2070,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,BEV,2075,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,BEV,2080,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,BEV,2085,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,BEV,2090,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,BEV,2095,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,BEV,2100,non-energy,0.114393
AK,trn_pass_road_LDV_4W,Car,FCEV,1990,non-energy,0.355
AK,trn_pass_road_LDV_4W,Car,FCEV,2005,non-energy,0.355
AK,trn_pass_road_LDV_4W,Car,FCEV,2010,non-energy,0.355
AK,trn_pass_road_LDV_4W,Car,FCEV,2015,non-energy,0.355
AK,trn_pass_road_LDV_4W,Car,FCEV,2020,non-energy,0.355
AK,trn_pass_road_LDV_4W,Car,FCEV,2025,non-energy,0.16632
AK,trn_pass_road_LDV_4W,Car,FCEV,2030,non-energy,0.14094
AK,trn_pass_road_LDV_4W,Car,FCEV,2035,non-energy,0.14094
AK,trn_pass_road_LDV_4W,Car,FCEV,2040,non-energy,0.137484
AK,trn_pass_road_LDV_4W,Car,FCEV,2045,non-energy,0.133974
AK,trn_pass_road_LDV_4W,Car,FCEV,2050,non-energy,0.128101
AK,trn_pass_road_LDV_4W,Car,FCEV,2055,non-energy,0.127889
AK,trn_pass_road_LDV_4W,Car,FCEV,2060,non-energy,0.125268
AK,trn_pass_road_LDV_4W,Car,FCEV,2065,non-energy,0.122655
AK,trn_pass_road_LDV_4W,Car,FCEV,2070,non-energy,0.122451
AK,trn_pass_road_LDV_4W,Car,FCEV,2075,non-energy,0.122196
AK,trn_pass_road_LDV_4W,Car,FCEV,2080,non-energy,0.121992
AK,trn_pass_road_LDV_4W,Car,FCEV,2085,non-energy,0.121788
AK,trn_pass_road_LDV_4W,Car,FCEV,2090,non-energy,0.121584
AK,trn_pass_road_LDV_4W,Car,FCEV,2095,non-energy,0.12138
AK,trn_pass_road_LDV_4W,Car,FCEV,2100,non-energy,0.12138
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,1990,non-energy,0.4024
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2005,non-energy,0.4024
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2010,non-energy,0.4024
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2015,non-energy,0.4024
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2020,non-energy,0.4032
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2025,non-energy,0.200772
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2030,non-energy,0.183816
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2035,non-energy,0.183816
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2040,non-energy,0.183816
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2045,non-energy,0.183816
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2050,non-energy,0.180412
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2055,non-energy,0.180412
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2060,non-energy,0.177008
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2065,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2070,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2075,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2080,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2085,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2090,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2095,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,BEV,2100,non-energy,0.173604
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,1990,non-energy,0.5308
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2005,non-energy,0.5308
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2010,non-energy,0.5308
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2015,non-energy,0.5308
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2020,non-energy,0.5324
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2025,non-energy,0.249642
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2030,non-energy,0.211788
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2035,non-energy,0.211788
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2040,non-energy,0.206658
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2045,non-energy,0.201474
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2050,non-energy,0.192708
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2055,non-energy,0.19239
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2060,non-energy,0.188448
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2065,non-energy,0.184518
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2070,non-energy,0.184212
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2075,non-energy,0.183906
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2080,non-energy,0.1836
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2085,non-energy,0.183294
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2090,non-energy,0.182988
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2095,non-energy,0.182682
AK,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,2100,non-energy,0.182682
AL,trn_freight_road,Heavy truck,BEV,1990,non-energy,1.2336
AL,trn_freight_road,Heavy truck,BEV,2005,non-energy,1.2336
AL,trn_freight_road,Heavy truck,BEV,2010,non-energy,1.2336
AL,trn_freight_road,Heavy truck,BEV,2015,non-energy,1.2336
AL,trn_freight_road,Heavy truck,BEV,2020,non-energy,1.2336
AL,trn_freight_road,Heavy truck,BEV,2025,non-energy,0.489523
AL,trn_freight_road,Heavy truck,BEV,2030,non-energy,0.443916
AL,trn_freight_road,Heavy truck,BEV,2035,non-energy,0.39825
AL,trn_freight_road,Heavy truck,BEV,2040,non-energy,0.352584
AL,trn_freight_road,Heavy truck,BEV,2045,non-energy,0.306918
AL,trn_freight_road,Heavy truck,BEV,2050,non-energy,0.256882
AL,trn_freight_road,Heavy truck,BEV,2055,non-energy,0.256882
AL,trn_freight_road,Heavy truck,BEV,2060,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2065,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2070,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2075,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2080,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2085,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2090,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2095,non-energy,0.252453
AL,trn_freight_road,Heavy truck,BEV,2100,non-energy,0.252453
AL,trn_freight_road,Heavy truck,FCEV,1990,non-energy,0.5737
AL,trn_freight_road,Heavy truck,FCEV,2005,non-energy,0.5737
AL,trn_freight_road,Heavy truck,FCEV,2010,non-energy,0.5737
AL,trn_freight_road,Heavy truck,FCEV,2015,non-energy,0.5737
AL,trn_freight_road,Heavy truck,FCEV,2020,non-energy,0.5737
AL,trn_freight_road,Heavy truck,FCEV,2025,non-energy,0.286858
AL,trn_freight_road,Heavy truck,FCEV,2030,non-energy,0.277005
AL,trn_freight_road,Heavy truck,FCEV,2035,non-energy,0.267152
AL,trn_freight_road,Heavy truck,FCEV,2040,non-energy,0.257299
AL,trn_freight_road,Heavy truck,FCEV,2045,non-energy,0.247446
AL,trn_freight_road,Heavy truck,FCEV,2050,non-energy,0.233566
AL,trn_freight_road,Heavy truck,FCEV,2055,non-energy,0.233566
AL,trn_freight_road,Heavy truck,FCEV,2060,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2065,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2070,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2075,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2080,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2085,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2090,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2095,non-energy,0.229539
AL,trn_freight_road,Heavy truck,FCEV,2100,non-energy,0.229539
AL,trn_freight_road,Light truck,BEV,1990,non-energy,0.2025
AL,trn_freight_road,Light truck,BEV,2005,non-energy,0.2025
AL,trn_freight_road,Light truck,BEV,2010,non-energy,0.2025
AL,trn_freight_road,Light truck,BEV,2015,non-energy,0.2025
AL,trn_freight_road,Light truck,BEV,2020,non-energy,0.2025
AL,trn_freight_road,Light truck,BEV,2025,non-energy,0.113044
AL,trn_freight_road,Light truck,BEV,2030,non-energy,0.106672
AL,trn_freight_road,Light truck,BEV,2035,non-energy,0.106672
AL,trn_freight_road,Light truck,BEV,2040,non-energy,0.106672
AL,trn_freight_road,Light truck,BEV,2045,non-energy,0.106672
AL,trn_freight_road,Light truck,BEV,2050,non-energy,0.104864
AL,trn_freight_road,Light truck,BEV,2055,non-energy,0.104864
AL,trn_freight_road,Light truck,BEV,2060,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2065,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2070,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2075,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2080,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2085,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2090,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2095,non-energy,0.103056
AL,trn_freight_road,Light truck,BEV,2100,non-energy,0.103056
AL,trn_freight_road,Light truck,FCEV,1990,non-energy,0.2554
AL,trn_freight_road,Light truck,FCEV,2005,non-energy,0.2554
AL,trn_freight_road,Light truck,FCEV,2010,non-energy,0.2554
AL,trn_freight_road,Light truck,FCEV,2015,non-energy,0.2554
AL,trn_freight_road,Light truck,FCEV,2020,non-energy,0.2554
AL,trn_freight_road,Light truck,FCEV,2025,non-energy,0.135051
AL,trn_freight_road,Light truck,FCEV,2030,non-energy,0.119416
AL,trn_freight_road,Light truck,FCEV,2035,non-energy,0.119416
AL,trn_freight_road,Light truck,FCEV,2040,non-energy,0.117292
AL,trn_freight_road,Light truck,FCEV,2045,non-energy,0.115168
AL,trn_freight_road,Light truck,FCEV,2050,non-energy,0.111128
AL,trn_freight_road,Light truck,FCEV,2055,non-energy,0.111128
AL,trn_freight_road,Light truck,FCEV,2060,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2065,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2070,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2075,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2080,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2085,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2090,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2095,non-energy,0.109212
AL,trn_freight_road,Light truck,FCEV,2100,non-energy,0.109212
AL,trn_freight_road,Medium truck,BEV,1990,non-energy,0.4549
AL,trn_freight_road,Medium truck,BEV,2005,non-energy,0.4549
AL,trn_freight_road,Medium truck,BEV,2010,non-energy,0.4549
AL,trn_freight_road,Medium truck,BEV,2015,non-energy,0.4549
AL,trn_freight_road,Medium truck,BEV,2020,non-energy,0.4549
AL,trn_freight_road,Medium truck,BEV,2025,non-energy,0.232342
AL,trn_freight_road,Medium truck,BEV,2030,non-energy,0.225734
AL,trn_freight_road,Medium truck,BEV,2035,non-energy,0.219126
AL,trn_freight_road,Medium truck,BEV,2040,non-energy,0.212518
AL,trn_freight_road,Medium truck,BEV,2045,non-energy,0.20591
AL,trn_freight_road,Medium truck,BEV,2050,non-energy,0.195924
AL,trn_freight_road,Medium truck,BEV,2055,non-energy,0.195924
AL,trn_freight_road,Medium truck,BEV,2060,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2065,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2070,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2075,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2080,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2085,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2090,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2095,non-energy,0.192546
AL,trn_freight_road,Medium truck,BEV,2100,non-energy,0.192546
AL,trn_freight_road,Medium truck,FCEV,1990,non-energy,0.3879
AL,trn_freight_road,Medium truck,FCEV,2005,non-energy,0.3879
AL,trn_freight_road,Medium truck,FCEV,2010,non-energy,0.3879
AL,trn_freight_road,Medium truck,FCEV,2015,non-energy,0.3879
AL,trn_freight_road,Medium truck,FCEV,2020,non-energy,0.3879
AL,trn_freight_road,Medium truck,FCEV,2025,non-energy,0.213757
AL,trn_freight_road,Medium truck,FCEV,2030,non-energy,0.210925
AL,trn_freight_road,Medium truck,FCEV,2035,non-energy,0.208093
